

263442
0001010;Hypopigmentation of the skin


2035528
0001249;Intellectual disability
0000118;Phenotypic abnormality
0002141;Gait imbalance


2105641
0001067;Neurofibromas
0004375;Neoplasm of the nervous system
0002858;Meningioma
0002888;Ependymoma
0009588;Vestibular Schwannoma
0002664;Neoplasm


2164325
0009756;Popliteal pterygium
0000175;Cleft palate
0004691;2-3 toe syndactyly


2282716
0001067;Neurofibromas
0002858;Meningioma
0010302;Spinal cord tumor
0009588;Vestibular Schwannoma


2466440
0001263;Global developmental delay
0002131;Episodic ataxia
0000749;Paroxysmal bursts of laughter
0001250;Seizures
0000252;Microcephaly
0000303;Mandibular prognathia
0000154;Wide mouth
0000307;Pointed chin
0100703;Tongue thrusting
0100022;Abnormality of movement
0002136;Broad-based gait
0002066;Gait ataxia


2667456
0001627;Abnormality of the heart


2705922
0001067;Neurofibromas
0100020;Posterior capsular cataract
0000518;Cataract


2729353
0000248;Brachycephaly
0000365;Hearing impairment
0002371;Loss of speech
0001251;Ataxia
0002363;Abnormality of the brainstem


2888021
0001067;Neurofibromas
0002858;Meningioma
0009733;Glioma
0009589;Bilateral vestibular Schwannoma


2893543
0004322;Short stature
0000118;Phenotypic abnormality


2918545
0001249;Intellectual disability
0001250;Seizures
0001251;Ataxia


3063533
0001263;Global developmental delay
0001250;Seizures
0002283;Diffuse brain atrophy


3092103
0001067;Neurofibromas
0009589;Bilateral vestibular Schwannoma
0002858;Meningioma


3098672
0001067;Neurofibromas
0002858;Meningioma


3100017
0001067;Neurofibromas


3105060
0001067;Neurofibromas
0002664;Neoplasm
0009588;Vestibular Schwannoma
0002858;Meningioma


3134615
0001067;Neurofibromas
0002664;Neoplasm
0009589;Bilateral vestibular Schwannoma
0002858;Meningioma
0002888;Ependymoma
0002514;Cerebral calcification


3180506
0002023;Anal atresia
0003246;Prominent scrotal raphe
0004792;Rectoperineal fistula
0001199;Triphalangeal thumb
0004691;2-3 toe syndactyly
0008551;Microtia
0100015;Stahl ear
0000365;Hearing impairment
0000077;Abnormality of the kidney


3185841
0009588;Vestibular Schwannoma
0002664;Neoplasm
0001317;Abnormality of the cerebellum
0002516;Increased intracranial pressure


3281570
0009373;Type C Brachydactyly


3287922
0005684;Distal arthrogryposis
0002828;Multiple joint contractures


3321995
0000204;Cleft upper lip
0000579;Nasolacrimal duct obstruction
0007993;Malformed lacrimal ducts
0000377;Abnormality of the pinna
0000246;Sinusitis
0000589;Coloboma
0000568;Microphthalmos
0100267;Lip pit
0000164;Abnormality of the teeth
0002216;Premature graying of hair
0001510;Growth delay
0001263;Global developmental delay
0001155;Abnormality of the hand


3409926
0001250;Seizures
0002353;EEG abnormality
0002329;Drowsiness
0002591;Polyphagia


3547011
0002671;Basal cell carcinoma
0000924;Abnormality of the skeletal system
0000772;Abnormality of the ribs
0001056;Milia
0010605;Chalazion
0010610;Palmar pits
0010612;Plantar pits
0002664;Neoplasm
0002885;Medulloblastoma
0002858;Meningioma
0010618;Ovarian fibroma
0100244;Fibrosarcoma
0010617;Cardiac fibroma
0009729;Cardiac rhabdomyoma
0000718;Aggressive behavior


3674117
0008947;Infantile muscular hypotonia
0001513;Obesity
0001263;Global developmental delay


3688021
0010864;Intellectual disability, severe
0001250;Seizures
0001251;Ataxia
0002311;Incoordination
0002591;Polyphagia
0001513;Obesity
0008947;Infantile muscular hypotonia
0000316;Hypertelorism


3740720
0000110;Renal dysplasia
0000405;Conductive hearing impairment
0004467;Preauricular pit
0000246;Sinusitis
0000792;Kidney malformation


3799714
0000089;Renal hypoplasia
0000792;Kidney malformation
0000081;Duplicated collecting system
0009794;Branchial anomaly
0000598;Abnormality of the ear


3943073
0002671;Basal cell carcinoma


4006277
0009796;Branchial cyst
0000365;Hearing impairment
0000077;Abnormality of the kidney
0100274;Gustatory lacrimation


6261046
0010614;Fibroma
0002664;Neoplasm
0004308;Ventricular arrhythmia


6631421
0001513;Obesity
0001249;Intellectual disability
0001156;Brachydactyly syndrome
0005268;Spontaneous abortion


6741990
0000407;Sensorineural hearing impairment
0002023;Anal atresia
0000143;Rectovaginal fistula
0009778;Short thumb
0001961;Hypoplastic heart


6774282
0001067;Neurofibromas
0009589;Bilateral vestibular Schwannoma


6823972
0003764;Nevus


6829601
0000204;Cleft upper lip
0001999;Abnormal facial shape
0000568;Microphthalmos
0000579;Nasolacrimal duct obstruction


6846397
0000086;Ectopic kidney
0010958;Bilateral renal agenesis
0000077;Abnormality of the kidney
0001562;Oligohydramnios


6859100
0008619;Bilateral sensorineural hearing impairment
0004467;Preauricular pit
0000384;Preauricular skin tag


6882181
0000238;Hydrocephalus
0007352;Cerebellar calcifications
0002514;Cerebral calcification
0000496;Abnormality of eye movement
0002353;EEG abnormality


6928117
0009756;Popliteal pterygium
0010281;Cleft lower lip
0000196;Lower lip pit


6964893
0000405;Conductive hearing impairment
0000410;Mixed hearing impairment
0004467;Preauricular pit
0007678;Lacrimal duct stenosis
0009795;Branchial fistula
0009796;Branchial cyst
0000792;Kidney malformation
0000110;Renal dysplasia


6973119
0000410;Mixed hearing impairment
0000405;Conductive hearing impairment
0000381;Stapes ankylosis


7039311
0003121;Limb joint contracture
0002591;Polyphagia
0002804;Arthrogryposis multiplex congenita
0005684;Distal arthrogryposis
0010557;Overlapping fingers
0009465;Ulnar deviation of finger
0100490;Camptodactyly of finger
0005656;Positional foot deformities
0000175;Cleft palate
0000204;Cleft upper lip
0000171;Microglossia
0000211;Trismus
0000508;Ptosis
0000286;Epicanthus
0000563;Keratoconus
0004322;Short stature
0002650;Scoliosis
0001249;Intellectual disability
0001166;Arachnodactyly


7057963
0009589;Bilateral vestibular Schwannoma
0002664;Neoplasm
0001067;Neurofibromas


7091188
0010864;Intellectual disability, severe
0001288;Gait disturbance
0001272;Cerebellar atrophy


7200726
0000246;Sinusitis
0001511;Intrauterine growth retardation
0008897;Postnatal growth retardation
0001999;Abnormal facial shape
0007495;Prematurely aged appearance


7246489
0010864;Intellectual disability, severe
0001250;Seizures
0001251;Ataxia
0000303;Mandibular prognathia
0010808;Protruding tongue
0000749;Paroxysmal bursts of laughter


7319144
0001250;Seizures


7417945
0002671;Basal cell carcinoma


7446562
0009465;Ulnar deviation of finger
0100490;Camptodactyly of finger
0009473;Joint contracture of the hand
0001776;Bilateral talipes equinovarus
0004322;Short stature
0001216;Delayed ossification of carpal bones
0005684;Distal arthrogryposis


7450780
0010864;Intellectual disability, severe
0001250;Seizures
0000749;Paroxysmal bursts of laughter
0008947;Infantile muscular hypotonia
0000303;Mandibular prognathia


7468659
0000365;Hearing impairment
0004467;Preauricular pit
0000110;Renal dysplasia


7485365
0001067;Neurofibromas


7625442
0000752;Hyperactivity
0000252;Microcephaly
0000248;Brachycephaly
0000154;Wide mouth
0010808;Protruding tongue
0000303;Mandibular prognathia
0000687;Widely spaced teeth
0002136;Broad-based gait
0001249;Intellectual disability
0002650;Scoliosis


7628117
0009756;Popliteal pterygium


7747758
0001067;Neurofibromas
0009588;Vestibular Schwannoma
0002664;Neoplasm
0000518;Cataract
0009594;Retinal hamartoma
0010302;Spinal cord tumor
0100010;Spinal meningioma


7747785
0000598;Abnormality of the ear
0000951;Abnormality of the skin
0000792;Kidney malformation
0008947;Infantile muscular hypotonia


7762579
0003416;Spinal canal stenosis
0005684;Distal arthrogryposis
0001371;Flexion contracture
0001166;Arachnodactyly
0100257;Ectrodactyly
0005912;Biliary atresia
0002804;Arthrogryposis multiplex congenita


7802001
0001010;Hypopigmentation of the skin
0005599;Hypopigmentation of hair


7835901
0002671;Basal cell carcinoma
0001903;Anemia


7849713
0000238;Hydrocephalus


7977374
0001762;Talipes equinovarus
0005684;Distal arthrogryposis
0005656;Positional foot deformities


8001963
0002671;Basal cell carcinoma
0002664;Neoplasm


8042672
0002671;Basal cell carcinoma
0010610;Palmar pits
0010612;Plantar pits
0005462;Calcification of falx cerebri
0000953;Hyperpigmentation of the skin


8042673
0002671;Basal cell carcinoma
0007354;Amyotrophic lateral sclerosis


8092198
0009794;Branchial anomaly
0000365;Hearing impairment
0000110;Renal dysplasia


8092199
0000365;Hearing impairment


8102569
0001067;Neurofibromas
0100242;Sarcoma


8103288
0001249;Intellectual disability


8160736
0000122;Unilateral renal agenesis
0000246;Sinusitis


8317476
0000118;Phenotypic abnormality


8318482
0001067;Neurofibromas
0007787;Posterior subcapsular cataract
0100020;Posterior capsular cataract
0000518;Cataract
0100019;Cortical cataract


8326488
0002671;Basal cell carcinoma
0002591;Polyphagia
0010618;Ovarian fibroma
0002885;Medulloblastoma
0010617;Cardiac fibroma
0000175;Cleft palate
0000174;Abnormality of the palate
0000486;Strabismus
0000518;Cataract


8352281
0002671;Basal cell carcinoma
0002664;Neoplasm


8379998
0001067;Neurofibromas


8414026
0001067;Neurofibromas
0100006;Neoplasm of the central nervous system
0009589;Bilateral vestibular Schwannoma


8494033
0001010;Hypopigmentation of the skin
0001022;Albinism
0000639;Nystagmus
0000486;Strabismus


8533848
0011387;Enlarged vestibular aqueduct
0004458;Dilatated internal auditory canal


8576558
0002133;Status epilepticus
0007359;Focal seizures
0002013;Vomiting
0001298;Encephalopathy
0001251;Ataxia
0100022;Abnormality of movement


8592325
0001156;Brachydactyly syndrome


8658145
0002671;Basal cell carcinoma
0002664;Neoplasm
0002898;Embryonal neoplasm


8669439
0000598;Abnormality of the ear
0002023;Anal atresia
0001140;Epibulbar dermoids
0000324;Facial asymmetry
0000384;Preauricular skin tag
0000154;Wide mouth
0000347;Micrognathia


8681379
0002671;Basal cell carcinoma
0002664;Neoplasm


8751853
0001067;Neurofibromas
0009589;Bilateral vestibular Schwannoma
0002664;Neoplasm
0000518;Cataract
0002858;Meningioma
0010302;Spinal cord tumor
0009594;Retinal hamartoma
0100014;Epiretinal membrane


8755919
0001067;Neurofibromas
0002664;Neoplasm


8755929
0002671;Basal cell carcinoma
0002885;Medulloblastoma
0010618;Ovarian fibroma
0002664;Neoplasm
0008064;Ichthyosiform abnormality of the skin
0001903;Anemia
0001249;Intellectual disability
0000405;Conductive hearing impairment
0001508;Failure to thrive
0000509;Conjunctivitis


8786067
0010864;Intellectual disability, severe
0001344;Absent speech
0000748;Inappropriate laughter
0001250;Seizures
0002353;EEG abnormality


8808282
0000365;Hearing impairment
0000077;Abnormality of the kidney


8832722
0002744;Bilateral cleft lip and palate
0007633;Bilateral microphthalmos
0000110;Renal dysplasia
0000579;Nasolacrimal duct obstruction
0000322;Short philtrum
0000478;Abnormality of the eye
0000271;Abnormality of the face


8923935
0002804;Arthrogryposis multiplex congenita


8923936
0005684;Distal arthrogryposis
0010557;Overlapping fingers
0001167;Abnormality of finger
0008110;Equinovarus deformity
0001762;Talipes equinovarus
0001838;Vertical talus


8929945
0001251;Ataxia
0004322;Short stature
0001319;Neonatal hypotonia
0011968;Feeding difficulties
0001250;Seizures
0002353;EEG abnormality
0001010;Hypopigmentation of the skin
0001022;Albinism
0002591;Polyphagia
0010864;Intellectual disability, severe
0100022;Abnormality of movement
0000154;Wide mouth


8954778
0009373;Type C Brachydactyly


8981943
0002671;Basal cell carcinoma


8988171
0001249;Intellectual disability
0001250;Seizures
0001288;Gait disturbance


9012416
0005684;Distal arthrogryposis
0002804;Arthrogryposis multiplex congenita


9024575
0009373;Type C Brachydactyly
0003067;Madelung deformity
0001155;Abnormality of the hand


9096761
0002671;Basal cell carcinoma
0010603;Keratocystic odontogenic tumor
0010610;Palmar pits
0010612;Plantar pits
0005462;Calcification of falx cerebri
0002664;Neoplasm
0010618;Ovarian fibroma
0002885;Medulloblastoma
0000202;Oral cleft
0000280;Coarse facial features
0004482;Relative macrocephaly
0000316;Hypertelorism
0002007;Frontal bossing
0000766;Abnormality of the sternum
0000912;Sprengel anomaly
0000892;Bifid ribs
0000902;Rib fusion
0002937;Hemivertebrae
0002948;Vertebral fusion
0010044;Short 4th metacarpal
0002650;Scoliosis
0005857;Cervical spina bifida
0003298;Spina bifida occulta


9096762
0002885;Medulloblastoma
0002671;Basal cell carcinoma
0000303;Mandibular prognathia
0000953;Hyperpigmentation of the skin


9182785
0010864;Intellectual disability, severe
0002070;Limb ataxia
0001250;Seizures
0000154;Wide mouth
0000490;Deeply set eye
0000252;Microcephaly
0000256;Macrocephaly
0002353;EEG abnormality
0002808;Kyphosis
0002312;Clumsiness
0000563;Keratoconus


9207339
0001067;Neurofibromas
0002664;Neoplasm


9225971
0001067;Neurofibromas
0009589;Bilateral vestibular Schwannoma
0100009;Intracranial meningioma
0100008;Schwannoma
0002664;Neoplasm


9236523
0100568;Neoplasm of the endocrine system


9321755
0001249;Intellectual disability


9425907
0000077;Abnormality of the kidney
0000598;Abnormality of the ear


9486718
0002671;Basal cell carcinoma
0000577;Exotropia
0010610;Palmar pits
0010612;Plantar pits


9546330
0010818;Generalized tonic seizures
0011097;Epileptic spasms
0002121;Absence seizures
0010819;Atonic seizures


9556704
0001249;Intellectual disability


9643284
0001067;Neurofibromas
0009589;Bilateral vestibular Schwannoma


9808466
0001250;Seizures


9811917
0009588;Vestibular Schwannoma
0002664;Neoplasm


9831341
0001548;Overgrowth
0007354;Amyotrophic lateral sclerosis
0002591;Polyphagia
0001513;Obesity


9863591
0009590;Unilateral vestibular Schwannoma
0001067;Neurofibromas


9931336
0002671;Basal cell carcinoma
0002885;Medulloblastoma
0009824;Hypoplasia involving bones of the upper limbs


10051003
0000598;Abnormality of the ear
0000365;Hearing impairment
0100258;Preaxial polydactyly
0001199;Triphalangeal thumb
0002023;Anal atresia
0000792;Kidney malformation
0001249;Intellectual disability


10066029
0002671;Basal cell carcinoma
0010603;Keratocystic odontogenic tumor
0010610;Palmar pits
0010612;Plantar pits
0000924;Abnormality of the skeletal system
0005462;Calcification of falx cerebri
0001000;Abnormality of skin pigmentation


10440824
0009797;Cholesteatoma
0000792;Kidney malformation


10482951
0010864;Intellectual disability, severe
0005484;Postnatal microcephaly
0000154;Wide mouth
0000303;Mandibular prognathia
0001251;Ataxia
0001513;Obesity
0001252;Muscular hypotonia
0001256;Intellectual disability, mild
0001279;Syncope


10569966
0001067;Neurofibromas
0100008;Schwannoma
0002858;Meningioma


10593995
0009756;Popliteal pterygium
0010281;Cleft lower lip
0000196;Lower lip pit
0001803;Nail pits
0004691;2-3 toe syndactyly
0000078;Abnormality of the genital system


10631923
0002023;Anal atresia
0001199;Triphalangeal thumb
0000598;Abnormality of the ear
0000365;Hearing impairment
0002574;Episodic abdominal pain
0100665;Angioedema
0001249;Intellectual disability
0004322;Short stature
0009944;Partial duplication of the phalanges of the thumb
0000369;Low-set ears
0000308;Microretrognathia


10712204
0001156;Brachydactyly syndrome


10767004
0000963;Thin skin
0100678;Premature skin wrinkling
0001289;Confusion
0007678;Lacrimal duct stenosis
0000365;Hearing impairment
0000356;Abnormality of the outer ear
0000077;Abnormality of the kidney
0007354;Amyotrophic lateral sclerosis


10771486
0001067;Neurofibromas
0008069;Neoplasm of the skin
0002664;Neoplasm
0009588;Vestibular Schwannoma
0002858;Meningioma


10861661
0000252;Microcephaly
0001250;Seizures


11078565
0011343;Moderate global developmental delay
0002167;Neurological speech impairment
0002136;Broad-based gait
0002719;Recurrent infections
0000365;Hearing impairment
0000490;Deeply set eye
0000154;Wide mouth
0000687;Widely spaced teeth
0001250;Seizures


11152153
0002211;White forelock
0100258;Preaxial polydactyly


11169564
0009373;Type C Brachydactyly


11312426
0002671;Basal cell carcinoma


11338037
0002671;Basal cell carcinoma


11342693
0001067;Neurofibromas
0100008;Schwannoma


11343340
0005560;Imbalanced hemoglobin synthesis
0100021;Cerebral palsy
0001298;Encephalopathy
0000729;Autism spectrum disorder
0001263;Global developmental delay


11382639
0002671;Basal cell carcinoma


11425952
0001067;Neurofibromas
0009831;Mononeuropathy


11455389
0001156;Brachydactyly syndrome
0009803;Short phalanx of finger
0010239;Aplasia of the middle phalanx of the hand


11484202
0002023;Anal atresia
0001155;Abnormality of the hand
0000365;Hearing impairment
0001627;Abnormality of the heart
0001660;Truncus arteriosus
0005148;Pulmonary valve defects
0010882;Pulmonary valve atresia
0009778;Short thumb


11748306
0001263;Global developmental delay
0002187;Intellectual disability, profound
0002167;Neurological speech impairment
0100022;Abnormality of movement
0000252;Microcephaly
0001010;Hypopigmentation of the skin
0001250;Seizures


11837604
0009373;Type C Brachydactyly


11896453
0000717;Autism


12011146
0001067;Neurofibromas
0009590;Unilateral vestibular Schwannoma
0002858;Meningioma


12136076
0001067;Neurofibromas
0002664;Neoplasm
0100001;Malignant mesothelioma


12219090
0000202;Oral cleft
0100267;Lip pit
0009756;Popliteal pterygium
0000078;Abnormality of the genital system


12235555
0001067;Neurofibromas
0100009;Intracranial meningioma


12357473
0009373;Type C Brachydactyly


12384778
0001156;Brachydactyly syndrome


12404110
0000365;Hearing impairment


12473765
0001067;Neurofibromas
0009589;Bilateral vestibular Schwannoma


12567410
0009373;Type C Brachydactyly
0000924;Abnormality of the skeletal system
0001838;Vertical talus
0001385;Hip dysplasia
0004322;Short stature
0003304;Spondylolysis
0003302;Spondylolisthesis
0001762;Talipes equinovarus


12592607
0002804;Arthrogryposis multiplex congenita


12868482
0005462;Calcification of falx cerebri
0006996;Dysgenesis of corpus callosum


12900905
0100279;Ulcerative colitis
0002650;Scoliosis
0003764;Nevus
0010610;Palmar pits
0010612;Plantar pits
0005462;Calcification of falx cerebri


14699618
0002671;Basal cell carcinoma
0005449;Bridged sella turcica
0000242;Parietal bossing
0000494;Downslanted palpebral fissures
0000303;Mandibular prognathia
0000767;Pectus excavatum
0001172;Abnormality of the thumb
0003298;Spina bifida occulta
0001054;Numerous nevi
0003045;Abnormality of the patella


14717907
0000598;Abnormality of the ear


14735582
0009373;Type C Brachydactyly
0009803;Short phalanx of finger
0010049;Short metacarpal


15150776
0001257;Spasticity
0100021;Cerebral palsy
0002059;Cerebral atrophy


15190457
0001067;Neurofibromas
0002664;Neoplasm
0100009;Intracranial meningioma
0010302;Spinal cord tumor


15385437
0001279;Syncope
0001249;Intellectual disability


15470370
0002167;Neurological speech impairment
0008947;Infantile muscular hypotonia
0001250;Seizures
0000252;Microcephaly
0001251;Ataxia


15994874
0001067;Neurofibromas
0100009;Intracranial meningioma
0100008;Schwannoma


16401744
0010864;Intellectual disability, severe
0002167;Neurological speech impairment
0001250;Seizures


16871364
0001156;Brachydactyly syndrome


16957682
0009373;Type C Brachydactyly
0100264;Proximal symphalangism


17307835
0001067;Neurofibromas


17353411
0001067;Neurofibromas


17431915
0000598;Abnormality of the ear
0100258;Preaxial polydactyly
0001545;Anteriorly placed anus
0000347;Micrognathia
0001140;Epibulbar dermoids
0000377;Abnormality of the pinna


18177466
0000365;Hearing impairment
0000077;Abnormality of the kidney
0000175;Cleft palate
0008012;Congenital myopia
0009795;Branchial fistula
0000104;Renal agenesis


18220287
0008572;External ear malformation
0000365;Hearing impairment
0000077;Abnormality of the kidney
0009795;Branchial fistula
0002591;Polyphagia


18283415
0002652;Skeletal dysplasia
0009373;Type C Brachydactyly
0100264;Proximal symphalangism


18285427
0002671;Basal cell carcinoma


18423521
0000175;Cleft palate
0000356;Abnormality of the outer ear
0000164;Abnormality of the teeth


18478600
0009756;Popliteal pterygium
0000204;Cleft upper lip
0100333;Unilateral cleft lip
0009755;Ankyloblepharon
0100269;Paramedian lip pit
0008743;Coronal hypospadias
0000792;Kidney malformation


18629882
0001156;Brachydactyly syndrome
0009803;Short phalanx of finger


18701717
0010864;Intellectual disability, severe
0002360;Sleep disturbance


19206155
0000365;Hearing impairment


19476995
0001067;Neurofibromas
0002664;Neoplasm
0100008;Schwannoma
0002858;Meningioma
0002888;Ependymoma
0009592;Astrocytoma
0009830;Peripheral neuropathy
0010922;Membranous cataract
0100014;Epiretinal membrane
0009594;Retinal hamartoma
0007863;Retinal lesions


19533801
0002671;Basal cell carcinoma
0002885;Medulloblastoma


19557015
0002671;Basal cell carcinoma
0002664;Neoplasm
0002885;Medulloblastoma
